kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
SSA008,,,,0,0,0,0,1,enbart_nedlagd
SSA009,,,,0,0,0,0,1,enbart_nedlagd
SSA010,,,,0,0,0,0,1,enbart_nedlagd
SSA011,,,,0,0,0,0,1,enbart_nedlagd
SSB001,,,,0,0,0,0,1,enbart_nedlagd
SSB002,,,,0,0,0,0,1,enbart_nedlagd
SSB003,,,,0,0,0,0,1,enbart_nedlagd
SSB004,,,,0,0,0,0,1,enbart_nedlagd
SSB005,,,,0,0,0,0,1,enbart_nedlagd
SSC002,,,,0,0,0,0,1,enbart_nedlagd
SSC003,,,,0,0,0,0,1,enbart_nedlagd
SSD001,,,,0,0,0,0,1,enbart_nedlagd
SSX001,,,,0,0,0,0,1,enbart_nedlagd
SSX002,,,,0,0,0,0,1,enbart_nedlagd
SSX003,,,,0,0,0,0,1,enbart_nedlagd
SSX004,,,,0,0,0,0,1,enbart_nedlagd
ST1001,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1002,,,,0,0,0,0,1,enbart_nedlagd
ST1003,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1004,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1005,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1006,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1007,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1008,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1009,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1010,,,,0,0,0,0,1,enbart_nedlagd
ST1011,,,,0,0,1,0,1,blomma_historik_arkiverad
ST1012,,,,0,0,0,0,1,enbart_nedlagd
ST1013,Dataanalys och statistik I,IIT,STA,1,0,1,1,0,triangulerad
ST1014,,,,0,0,0,0,1,enbart_nedlagd
ST1015,,,,0,0,0,0,1,enbart_nedlagd
ST1016,,,,0,0,0,0,1,enbart_nedlagd
ST1017,,,,0,0,0,0,1,enbart_nedlagd
ST1018,,,,0,0,0,0,1,enbart_nedlagd
ST1019,,,,0,0,0,0,1,enbart_nedlagd
ST1020,,,,0,0,0,0,1,enbart_nedlagd
ST1021,,,,0,0,0,0,1,enbart_nedlagd
ST1022,,,,0,0,0,0,1,enbart_nedlagd
ST1023,,,,0,0,0,0,1,enbart_nedlagd
ST1024,,,,0,0,0,0,1,enbart_nedlagd
ST1025,,,,0,0,0,0,1,enbart_nedlagd
ST1026,,,,0,0,0,0,1,enbart_nedlagd
ST1027,,,,0,0,0,0,1,enbart_nedlagd
ST1028,,,,0,0,0,0,1,enbart_nedlagd
ST1029,,,,0,0,0,0,1,enbart_nedlagd
ST1030,,,,0,0,0,0,1,enbart_nedlagd
ST2001,,,,0,0,1,0,1,blomma_historik_arkiverad
ST2002,,,,0,0,0,0,1,enbart_nedlagd
ST2003,,,,0,0,1,0,1,blomma_historik_arkiverad
ST2004,,,,0,0,0,0,1,enbart_nedlagd
ST3001,,,,0,0,1,0,1,blomma_historik_arkiverad
ST3002,,,,0,0,1,0,1,blomma_historik_arkiverad
ST3003,,,,0,0,0,0,1,enbart_nedlagd
ST3004,,,,0,0,0,0,1,enbart_nedlagd
ST3005,,,,0,0,0,0,1,enbart_nedlagd
ST3006,,,,0,0,0,0,1,enbart_nedlagd
ST3007,,,,0,0,0,0,1,enbart_nedlagd
ST3008,,,,0,0,1,0,1,blomma_historik_arkiverad
ST3009,,,,0,0,0,0,1,enbart_nedlagd
ST3010,,,,0,0,0,0,1,enbart_nedlagd
ST3011,,,,0,0,0,0,1,enbart_nedlagd
ST3012,,,,0,0,0,0,1,enbart_nedlagd
ST3013,,,,0,0,0,0,1,enbart_nedlagd
STA008,,,,0,0,0,0,1,enbart_nedlagd
STA009,,,,0,0,0,0,1,enbart_nedlagd
STA010,,,,0,0,0,0,1,enbart_nedlagd
STA011,,,,0,0,0,0,1,enbart_nedlagd
STB001,,,,0,0,0,0,1,enbart_nedlagd
STB002,,,,0,0,0,0,1,enbart_nedlagd
STB003,,,,0,0,0,0,1,enbart_nedlagd
STB004,,,,0,0,0,0,1,enbart_nedlagd
STC001,,,,0,0,0,0,1,enbart_nedlagd
STC002,,,,0,0,0,0,1,enbart_nedlagd
STC003,,,,0,0,0,0,1,enbart_nedlagd
STD001,,,,0,0,0,0,1,enbart_nedlagd
STD003,,,,0,0,0,0,1,enbart_nedlagd
STD004,,,,0,0,0,0,1,enbart_nedlagd
STD005,,,,0,0,0,0,1,enbart_nedlagd
STD006,,,,0,0,0,0,1,enbart_nedlagd
STD007,,,,0,0,0,0,1,enbart_nedlagd
STD008,,,,0,0,0,0,1,enbart_nedlagd
STD009,,,,0,0,0,0,1,enbart_nedlagd
STD010,,,,0,0,0,0,1,enbart_nedlagd
STD011,,,,0,0,0,0,1,enbart_nedlagd
SV1001,,,,0,0,0,0,1,enbart_nedlagd
SV1002,,,,0,0,0,0,1,enbart_nedlagd
SV1003,,,,0,0,0,0,1,enbart_nedlagd
SV1004,,,,0,0,0,0,1,enbart_nedlagd
SV1005,,,,0,0,0,0,1,enbart_nedlagd
SV1006,,,,0,0,0,0,1,enbart_nedlagd
SV1007,,,,0,0,0,0,1,enbart_nedlagd
SV1008,,,,0,0,0,0,1,enbart_nedlagd
SV1009,,,,0,0,0,0,1,enbart_nedlagd
SV1010,,,,0,0,0,0,1,enbart_nedlagd
SV1011,,,,0,0,0,0,1,enbart_nedlagd
SV1012,,,,0,0,0,0,1,enbart_nedlagd
SV1013,,,,0,0,0,0,1,enbart_nedlagd
SV1014,,,,0,0,0,0,1,enbart_nedlagd
SV1015,,,,0,0,0,0,1,enbart_nedlagd
SV1016,,,,0,0,0,0,1,enbart_nedlagd
SV1017,,,,0,0,0,0,1,enbart_nedlagd
SV1018,,,,0,0,0,0,1,enbart_nedlagd
SV1019,,,,0,0,0,0,1,enbart_nedlagd
SV1020,,,,0,0,0,0,1,enbart_nedlagd
SV1021,,,,0,0,0,0,1,enbart_nedlagd
SV1022,,,,0,0,0,0,1,enbart_nedlagd
SV1023,,,,0,0,0,0,1,enbart_nedlagd
SV1024,,,,0,0,0,0,1,enbart_nedlagd
SV1025,,,,0,0,0,0,1,enbart_nedlagd
SV1026,,,,0,0,0,0,1,enbart_nedlagd
SV1027,,,,0,0,0,0,1,enbart_nedlagd
SV1028,,,,0,0,0,0,1,enbart_nedlagd
SV1029,,,,0,0,0,0,1,enbart_nedlagd
SV1030,,,,0,0,0,0,1,enbart_nedlagd
SV1031,,,,0,0,0,0,1,enbart_nedlagd
SV1032,,,,0,0,0,0,1,enbart_nedlagd
SV1033,,,,0,0,0,0,1,enbart_nedlagd
SV1034,,,,0,0,0,0,1,enbart_nedlagd
SV1035,,,,0,0,0,0,1,enbart_nedlagd
SV1036,,,,0,0,0,0,1,enbart_nedlagd
SV1037,,,,0,0,0,0,1,enbart_nedlagd
SV1038,,,,0,0,0,0,1,enbart_nedlagd
SV1039,,,,0,0,0,0,1,enbart_nedlagd
SV1040,,,,0,0,0,0,1,enbart_nedlagd
SV1041,,,,0,0,0,0,1,enbart_nedlagd
SV1042,,,,0,0,0,0,1,enbart_nedlagd
SV1043,,,,0,0,0,0,1,enbart_nedlagd
SV1044,,,,0,0,0,0,1,enbart_nedlagd
SV1045,,,,0,0,0,0,1,enbart_nedlagd
SV2001,,,,0,0,0,0,1,enbart_nedlagd
SV2002,,,,0,0,0,0,1,enbart_nedlagd
SV2003,,,,0,0,0,0,1,enbart_nedlagd
SV2004,,,,0,0,0,0,1,enbart_nedlagd
SV2005,,,,0,0,0,0,1,enbart_nedlagd
SV2006,,,,0,0,0,0,1,enbart_nedlagd
SV2007,,,,0,0,0,0,1,enbart_nedlagd
SV2008,,,,0,0,0,0,1,enbart_nedlagd
SV2009,,,,0,0,0,0,1,enbart_nedlagd
SV2010,,,,0,0,0,0,1,enbart_nedlagd
SV2011,,,,0,0,0,0,1,enbart_nedlagd
SV2012,,,,0,0,0,0,1,enbart_nedlagd
SV2013,,,,0,0,0,0,1,enbart_nedlagd
SV2014,,,,0,0,0,0,1,enbart_nedlagd
SV2015,,,,0,0,0,0,1,enbart_nedlagd
SV2016,,,,0,0,0,0,1,enbart_nedlagd
SV2017,,,,0,0,0,0,1,enbart_nedlagd
SV2018,,,,0,0,0,0,1,enbart_nedlagd
SV2019,,,,0,0,0,0,1,enbart_nedlagd
SV2020,,,,0,0,0,0,1,enbart_nedlagd
SV2021,,,,0,0,0,0,1,enbart_nedlagd
SV2022,,,,0,0,0,0,1,enbart_nedlagd
SV2023,,,,0,0,0,0,1,enbart_nedlagd
SV3001,,,,0,0,0,0,1,enbart_nedlagd
SV3002,,,,0,0,0,0,1,enbart_nedlagd
SVA013,,,,0,0,0,0,1,enbart_nedlagd
SVA015,,,,0,0,0,0,1,enbart_nedlagd
SVA017,,,,0,0,0,0,1,enbart_nedlagd
SVA018,,,,0,0,0,0,1,enbart_nedlagd
SVA022,,,,0,0,0,0,1,enbart_nedlagd
SVA023,,,,0,0,0,0,1,enbart_nedlagd
SVA024,,,,0,0,0,0,1,enbart_nedlagd
SVA025,,,,0,0,0,0,1,enbart_nedlagd
SVA026,,,,0,0,0,0,1,enbart_nedlagd
SVA027,,,,0,0,0,0,1,enbart_nedlagd
SVA028,,,,0,0,0,0,1,enbart_nedlagd
SVA029,,,,0,0,0,0,1,enbart_nedlagd
SVA030,,,,0,0,0,0,1,enbart_nedlagd
SVA031,,,,0,0,0,0,1,enbart_nedlagd
SVA032,,,,0,0,0,0,1,enbart_nedlagd
SVA033,,,,0,0,0,0,1,enbart_nedlagd
SVA034,,,,0,0,0,0,1,enbart_nedlagd
SVA035,,,,0,0,0,0,1,enbart_nedlagd
SVA036,,,,0,0,0,0,1,enbart_nedlagd
SVA037,,,,0,0,0,0,1,enbart_nedlagd
SVB009,,,,0,0,0,0,1,enbart_nedlagd
SVB010,,,,0,0,0,0,1,enbart_nedlagd
SVB011,,,,0,0,0,0,1,enbart_nedlagd
SVB012,,,,0,0,0,0,1,enbart_nedlagd
SVB013,,,,0,0,0,0,1,enbart_nedlagd
SVB014,,,,0,0,0,0,1,enbart_nedlagd
SVB016,,,,0,0,0,0,1,enbart_nedlagd
SVC006,,,,0,0,0,0,1,enbart_nedlagd
SVC007,,,,0,0,0,0,1,enbart_nedlagd
SVC008,,,,0,0,0,0,1,enbart_nedlagd
SVX003,,,,0,0,0,0,1,enbart_nedlagd
SVX004,,,,0,0,0,0,1,enbart_nedlagd
SVX005,,,,0,0,0,0,1,enbart_nedlagd
SVX006,,,,0,0,0,0,1,enbart_nedlagd
SVX007,,,,0,0,0,0,1,enbart_nedlagd
SVX008,,,,0,0,0,0,1,enbart_nedlagd
SVX009,,,,0,0,0,0,1,enbart_nedlagd
SW0001,,,,0,0,0,0,1,enbart_nedlagd
SW0002,,,,0,0,0,0,1,enbart_nedlagd
SW1001,,,,0,0,0,0,1,enbart_nedlagd
SW1002,,,,0,0,0,0,1,enbart_nedlagd
SW1003,,,,0,0,0,0,1,enbart_nedlagd
SW1004,,,,0,0,0,0,1,enbart_nedlagd
SW2001,,,,0,0,0,0,1,enbart_nedlagd
SW2002,,,,0,0,0,0,1,enbart_nedlagd
SW2003,,,,0,0,0,0,1,enbart_nedlagd
TR1001,,,,0,0,0,0,1,enbart_nedlagd
TR1002,,,,0,0,0,0,1,enbart_nedlagd
TR1003,,,,0,0,0,0,1,enbart_nedlagd
TR1004,,,,0,0,0,0,1,enbart_nedlagd
TR1005,,,,0,0,0,0,1,enbart_nedlagd
TR1006,,,,0,0,0,0,1,enbart_nedlagd
TR1007,Event Management,IKS,TRU,1,0,1,1,0,triangulerad
TR1008,,,,0,0,0,0,1,enbart_nedlagd
TR1009,,,,0,0,0,0,1,enbart_nedlagd
TR1010,,,,0,0,0,0,1,enbart_nedlagd
TR1011,Kulturellt Medvetande inom Turism- och Servicenäringen,IKS,TRU,1,0,1,1,0,triangulerad
TR1012,,,,0,0,0,0,1,enbart_nedlagd
TR1013,Rumsliga och ekonomiska aspekter på turism,IKS,TRU,1,0,1,1,0,triangulerad
TR1014,,,,0,0,0,0,1,enbart_nedlagd
TR1015,,,,0,0,0,0,1,enbart_nedlagd
TR1016,Turism och destinationsutveckling i Sverige,IKS,TRU,1,0,1,1,0,triangulerad
TR1017,,,,0,0,0,0,1,enbart_nedlagd
TR1018,Marknadsanalyser med hjälp av GIS,IKS,TRU,1,0,1,1,0,triangulerad
TR1019,Introduktion till GIS,IKS,TRU,1,0,1,1,0,triangulerad
TR1020,,,,0,0,0,0,1,enbart_nedlagd
TR1021,,,,0,0,0,0,1,enbart_nedlagd
TR1022,,,,0,0,0,0,1,enbart_nedlagd
TR1023,,,,0,0,0,0,1,enbart_nedlagd
TR1024,Resurser och produkter för turism,IKS,TRU,1,0,1,1,0,triangulerad
TR1025,Ledning av tjänsteföretag inom turism,IKS,TRU,1,0,1,1,0,triangulerad
TR1026,,,,0,0,0,0,1,enbart_nedlagd
TR1027,Resurser och produkter för turism,IKS,TRU,1,0,1,1,0,triangulerad
TR1028,Hållbar planering och utveckling av destinationer,IKS,TRU,1,0,1,1,0,triangulerad
TR1029,Ledning av tjänsteföretag inom turism,IKS,TRU,1,0,1,1,0,triangulerad
TR1030,Introduktion till turism och destinationsutveckling,IKS,TRU,1,0,1,1,0,triangulerad
TR1031,Kulturellt Medvetande inom Turism- och Servicenäringen,IKS,TRU,1,0,1,1,0,triangulerad
TR1032,,,,0,0,0,0,1,enbart_nedlagd
TR1033,Turism och samhälle,IKS,TRU,1,0,1,1,0,triangulerad
TR1034,Verksamhetsförlagt projektarbete i Turismvetenskap,IKS,TRU,1,0,1,1,0,triangulerad
TR1035,Internationella evenemang och festivaler,IKS,TRU,1,0,1,1,0,triangulerad
TR1036,Turismteori och praxis,IKS,TRU,1,0,1,1,0,triangulerad
TR2001,,,,0,0,0,0,1,enbart_nedlagd
TR2002,,,,0,0,0,0,1,enbart_nedlagd
TR2003,,,,0,0,0,0,1,enbart_nedlagd
TR2004,Turismvetenskaplig teori och metod,IKS,TRU,1,0,1,1,0,triangulerad
TR2005,Examensarbete för kandidatexamen i Turismvetenskap,IKS,TRU,1,0,1,1,0,triangulerad
TR3001,,,,0,0,0,0,1,enbart_nedlagd
TR3002,,,,0,0,0,0,1,enbart_nedlagd
TR3003,,,,0,0,0,0,1,enbart_nedlagd
TR3004,,,,0,0,0,0,1,enbart_nedlagd
TR3005,,,,0,0,0,0,1,enbart_nedlagd
TR3006,"Evenemangsturism - planering, marknadsföring, utvärdering",IKS,TRU,1,0,1,1,0,triangulerad
TR3007,,,,0,0,0,0,1,enbart_nedlagd
TR3008,Examensarbete för Magisterexamen i turismvetenskap,IKS,TRU,1,0,1,1,0,triangulerad
TR3009,"Evenemangsturism - planering, marknadsföring, utvärdering",IKS,TRU,1,0,1,1,0,triangulerad
TR3010,Teori och forskningsmetoder,IKS,TRU,1,0,1,1,0,triangulerad
TRA006,,,,0,0,0,0,1,enbart_nedlagd
TRA010,,,,0,0,0,0,1,enbart_nedlagd
TRA013,,,,0,0,0,0,1,enbart_nedlagd
TRA014,,,,0,0,0,0,1,enbart_nedlagd
TRA016,,,,0,0,0,0,1,enbart_nedlagd
TRA017,,,,0,0,0,0,1,enbart_nedlagd
TRA018,,,,0,0,0,0,1,enbart_nedlagd
TRA019,,,,0,0,0,0,1,enbart_nedlagd
TRA020,,,,0,0,0,0,1,enbart_nedlagd
TRA021,,,,0,0,0,0,1,enbart_nedlagd
TRA022,,,,0,0,0,0,1,enbart_nedlagd
TRA023,,,,0,0,0,0,1,enbart_nedlagd
TRA024,,,,0,0,0,0,1,enbart_nedlagd
TRA025,,,,0,0,0,0,1,enbart_nedlagd
TRB001,,,,0,0,0,0,1,enbart_nedlagd
TRD002,,,,0,0,0,0,1,enbart_nedlagd
TRD004,,,,0,0,0,0,1,enbart_nedlagd
TRD006,,,,0,0,0,0,1,enbart_nedlagd
TRD007,,,,0,0,0,0,1,enbart_nedlagd
TRD008,,,,0,0,0,0,1,enbart_nedlagd
TY0001,,,,0,0,0,0,1,enbart_nedlagd
TY0002,,,,0,0,0,0,1,enbart_nedlagd
TY0003,,,,0,0,0,0,1,enbart_nedlagd
TY0004,,,,0,0,0,0,1,enbart_nedlagd
TY0005,,,,0,0,0,0,1,enbart_nedlagd
TY0006,,,,0,0,0,0,1,enbart_nedlagd
TY0007,,,,0,0,0,0,1,enbart_nedlagd
TY0008,,,,0,0,0,0,1,enbart_nedlagd
TY0009,,,,0,0,0,0,1,enbart_nedlagd
TY0010,,,,0,0,0,0,1,enbart_nedlagd
TY0011,,,,0,0,0,0,1,enbart_nedlagd
TY0012,,,,0,0,0,0,1,enbart_nedlagd
TY0013,,,,0,0,0,0,1,enbart_nedlagd
TY0014,,,,0,0,0,0,1,enbart_nedlagd
TY1001,,,,0,0,0,0,1,enbart_nedlagd
TY1002,,,,0,0,0,0,1,enbart_nedlagd
TY1003,,,,0,0,0,0,1,enbart_nedlagd
TY1004,,,,0,0,0,0,1,enbart_nedlagd
TY1005,,,,0,0,1,0,1,blomma_historik_arkiverad
TY1006,,,,0,0,0,0,1,enbart_nedlagd
TY1007,,,,0,0,0,0,1,enbart_nedlagd
TY1008,,,,0,0,0,0,1,enbart_nedlagd
TY1009,,,,0,0,0,0,1,enbart_nedlagd
TY1010,,,,0,0,0,0,1,enbart_nedlagd
TY1011,,,,0,0,0,0,1,enbart_nedlagd
TY1012,,,,0,0,0,0,1,enbart_nedlagd
TY1013,,,,0,0,0,0,1,enbart_nedlagd
TY1014,,,,0,0,0,0,1,enbart_nedlagd
TY1015,,,,0,0,0,0,1,enbart_nedlagd
TY1016,,,,0,0,0,0,1,enbart_nedlagd
TY1017,,,,0,0,0,0,1,enbart_nedlagd
TY1018,,,,0,0,0,0,1,enbart_nedlagd
TY1019,,,,0,0,0,0,1,enbart_nedlagd
TY1020,,,,0,0,0,0,1,enbart_nedlagd
TY1021,,,,0,0,0,0,1,enbart_nedlagd
TY1022,,,,0,0,0,0,1,enbart_nedlagd
TY1023,,,,0,0,0,0,1,enbart_nedlagd
TY1024,,,,0,0,0,0,1,enbart_nedlagd
TY1026,,,,0,0,0,0,1,enbart_nedlagd
TY1027,,,,0,0,0,0,1,enbart_nedlagd
TY1028,,,,0,0,0,0,1,enbart_nedlagd
TY1029,,,,0,0,0,0,1,enbart_nedlagd
TY1030,,,,0,0,0,0,1,enbart_nedlagd
TY1031,,,,0,0,0,0,1,enbart_nedlagd
TY1032,,,,0,0,0,0,1,enbart_nedlagd
TY1033,,,,0,0,0,0,1,enbart_nedlagd
TY1034,,,,0,0,0,0,1,enbart_nedlagd
TY1035,,,,0,0,0,0,1,enbart_nedlagd
TY1036,,,,0,0,0,0,1,enbart_nedlagd
TY1037,,,,0,0,0,0,1,enbart_nedlagd
TY1038,Tyska: Språkdidaktik I,ISLL,TYA,1,0,1,1,0,triangulerad
TY1039,,,,0,0,0,0,1,enbart_nedlagd
TY1040,,,,0,0,0,0,1,enbart_nedlagd
TY1041,,,,0,0,0,0,1,enbart_nedlagd
TY1042,,,,0,0,0,0,1,enbart_nedlagd
TY1043,,,,0,0,0,0,1,enbart_nedlagd
TY1044,,,,0,0,0,0,1,enbart_nedlagd
TY1045,,,,0,0,0,0,1,enbart_nedlagd
TY1046,,,,0,0,0,0,1,enbart_nedlagd
TY1047,,,,0,0,0,0,1,enbart_nedlagd
TY1048,,,,0,0,0,0,1,enbart_nedlagd
TY1049,Tyskspråkig litteratur och litteraturhistoria,ISLL,TYA,1,0,1,1,0,triangulerad
TY1050,Tyska: Skriftlig språkfärdighet II,ISLL,TYA,1,0,1,1,0,triangulerad
TY1051,,,,0,0,0,0,1,enbart_nedlagd
TY1052,,,,0,0,0,0,1,enbart_nedlagd
TY1053,,,,0,0,0,0,1,enbart_nedlagd
TY1054,,,,0,0,0,0,1,enbart_nedlagd
TY1055,,,,0,0,0,0,1,enbart_nedlagd
TY1056,,,,0,0,0,0,1,enbart_nedlagd
TY1057,,,,0,0,0,0,1,enbart_nedlagd
TY1058,,,,0,0,0,0,1,enbart_nedlagd
TY1059,,,,0,0,0,0,1,enbart_nedlagd
TY1060,,,,0,0,0,0,1,enbart_nedlagd
TY1061,,,,0,0,0,0,1,enbart_nedlagd
TY1062,,,,0,0,0,0,1,enbart_nedlagd
TY1063,,,,0,0,0,0,1,enbart_nedlagd
TY1064,,,,0,0,0,0,1,enbart_nedlagd
TY1065,,,,0,0,0,0,1,enbart_nedlagd
TY1066,"Tyska, Språkdidaktik II",ISLL,TYA,1,0,1,1,0,triangulerad
TY1067,Tyska grundläggande kurs I,ISLL,TYA,1,0,1,1,0,triangulerad
TY1068,Tyska grundläggande kurs II,ISLL,TYA,1,0,1,1,0,triangulerad
TY1069,Tyska: Språk- och kulturhistoria med akademiskt skrivande,ISLL,TYA,1,0,1,1,0,triangulerad
TY1070,Tyska grundläggande kurs III,ISLL,TYA,1,0,1,1,0,triangulerad
TY1071,Tyska grundläggande kurs IV,ISLL,TYA,1,0,1,1,0,triangulerad
TY1072,,,,0,0,0,0,1,enbart_nedlagd
TY1073,Tyska: Muntlig språkfärdighet och kulturkunskap II,ISLL,TYA,1,0,1,1,0,triangulerad
TY2001,,,,0,0,0,0,1,enbart_nedlagd
TY2002,,,,0,0,0,0,1,enbart_nedlagd
TY2003,,,,0,0,0,0,1,enbart_nedlagd
TY2004,Tyska: Tyskspråkig litteratur och litteraturvetenskap,ISLL,TYA,1,0,1,1,0,triangulerad
TY2005,,,,0,0,0,0,1,enbart_nedlagd
TY2006,,,,0,0,0,0,1,enbart_nedlagd
TY2007,Tyska: Examensarbete,ISLL,TYA,1,0,1,1,0,triangulerad
TY2008,Tyska: Den moderna tyskspråkiga lingvistikens utveckling,ISLL,TYA,1,0,1,1,0,triangulerad
TY2009,,,,0,0,0,0,1,enbart_nedlagd
TY2010,,,,0,0,0,0,1,enbart_nedlagd
TY2011,,,,0,0,0,0,1,enbart_nedlagd
TY3001,,,,0,0,0,0,1,enbart_nedlagd
TY3002,,,,0,0,0,0,1,enbart_nedlagd
TY3003,,,,0,0,0,0,1,enbart_nedlagd
TY3004,,,,0,0,0,0,1,enbart_nedlagd
TY3005,,,,0,0,0,0,1,enbart_nedlagd
TY3006,,,,0,0,0,0,1,enbart_nedlagd
TY3007,,,,0,0,0,0,1,enbart_nedlagd
TY3008,,,,0,0,0,0,1,enbart_nedlagd
TY3009,,,,0,0,0,0,1,enbart_nedlagd
TY3010,Tyska: Magisterexamensarbete,ISLL,TYA,1,0,1,1,0,triangulerad
TY3011,,,,0,0,0,0,1,enbart_nedlagd
TY3012,Tyska: Språkvetenskapens historia,ISLL,TYA,1,0,1,1,0,triangulerad
TY3013,Tyska: Modern kvinnolitteratur,ISLL,TYA,1,0,1,1,0,triangulerad
TY3014,,,,0,0,0,0,1,enbart_nedlagd
TY3015,Tyska: Intertextualitet och intermedialitet i teori och praktik,ISLL,TYA,1,0,1,1,0,triangulerad
TY3016,Tyska: Former och villkor för dramer och prosatexter,ISLL,TYA,1,0,1,1,0,triangulerad
TY3017,,,,0,0,0,0,1,enbart_nedlagd
TY3018,,,,0,0,0,0,1,enbart_nedlagd
TYA010,,,,0,0,0,0,1,enbart_nedlagd
TYA024,,,,0,0,0,0,1,enbart_nedlagd
TYA029,,,,0,0,0,0,1,enbart_nedlagd
TYA031,,,,0,0,0,0,1,enbart_nedlagd
TYA032,,,,0,0,0,0,1,enbart_nedlagd
TYA033,,,,0,0,0,0,1,enbart_nedlagd
TYA035,,,,0,0,0,0,1,enbart_nedlagd
TYA037,,,,0,0,0,0,1,enbart_nedlagd
TYA038,,,,0,0,0,0,1,enbart_nedlagd
TYA039,,,,0,0,0,0,1,enbart_nedlagd
TYA040,,,,0,0,0,0,1,enbart_nedlagd
TYA041,,,,0,0,0,0,1,enbart_nedlagd
TYB008,,,,0,0,0,0,1,enbart_nedlagd
TYB009,,,,0,0,0,0,1,enbart_nedlagd
TYB010,,,,0,0,0,0,1,enbart_nedlagd
TYB011,,,,0,0,0,0,1,enbart_nedlagd
TYB012,,,,0,0,0,0,1,enbart_nedlagd
TYB013,,,,0,0,0,0,1,enbart_nedlagd
TYB014,,,,0,0,0,0,1,enbart_nedlagd
TYB015,,,,0,0,0,0,1,enbart_nedlagd
TYB016,,,,0,0,0,0,1,enbart_nedlagd
TYB017,,,,0,0,0,0,1,enbart_nedlagd
TYB018,,,,0,0,0,0,1,enbart_nedlagd
TYC001,,,,0,0,0,0,1,enbart_nedlagd
TYC002,,,,0,0,0,0,1,enbart_nedlagd
TYC003,,,,0,0,0,0,1,enbart_nedlagd
TYX001,,,,0,0,0,0,1,enbart_nedlagd
TYX003,,,,0,0,0,0,1,enbart_nedlagd
TYX004,,,,0,0,0,0,1,enbart_nedlagd
TYX005,,,,0,0,0,0,1,enbart_nedlagd
TYX006,,,,0,0,0,0,1,enbart_nedlagd
TYX007,,,,0,0,0,0,1,enbart_nedlagd
TYX008,,,,0,0,0,0,1,enbart_nedlagd
VK0001,,,,0,0,0,0,1,enbart_nedlagd
VK3001,,,,0,0,0,0,1,enbart_nedlagd
VK3002,,,,0,0,0,0,1,enbart_nedlagd
VK3003,,,,0,0,0,0,1,enbart_nedlagd
VK3004,,,,0,0,0,0,1,enbart_nedlagd
VK3005,,,,0,0,0,0,1,enbart_nedlagd
VK3006,,,,0,0,0,0,1,enbart_nedlagd
VK3007,,,,0,0,0,0,1,enbart_nedlagd
VK3008,,,,0,0,0,0,1,enbart_nedlagd
VKA001,,,,0,0,0,0,1,enbart_nedlagd
VKA002,,,,0,0,0,0,1,enbart_nedlagd
VKA003,,,,0,0,0,0,1,enbart_nedlagd
VKA004,,,,0,0,0,0,1,enbart_nedlagd
VKA005,,,,0,0,0,0,1,enbart_nedlagd
VKA006,,,,0,0,0,0,1,enbart_nedlagd
VKB001,,,,0,0,0,0,1,enbart_nedlagd
VKC001,,,,0,0,0,0,1,enbart_nedlagd
VKC002,,,,0,0,0,0,1,enbart_nedlagd
VKC003,,,,0,0,0,0,1,enbart_nedlagd
VKC004,,,,0,0,0,0,1,enbart_nedlagd
VKC005,,,,0,0,0,0,1,enbart_nedlagd
VKC006,,,,0,0,0,0,1,enbart_nedlagd
VKD001,,,,0,0,0,0,1,enbart_nedlagd
VKD002,,,,0,0,0,0,1,enbart_nedlagd
VKX001,,,,0,0,0,0,1,enbart_nedlagd
VU1001,,,,0,0,1,0,1,blomma_historik_arkiverad
VU1002,,,,0,0,0,0,1,enbart_nedlagd
VU1003,,,,0,0,0,0,1,enbart_nedlagd
VU1004,,,,0,0,0,0,1,enbart_nedlagd
VU1005,,,,0,0,1,0,1,blomma_historik_arkiverad
VU1006,,,,0,0,1,0,1,blomma_historik_arkiverad
VU1007,,,,0,0,0,0,1,enbart_nedlagd
VU1008,,,,0,0,1,0,1,blomma_historik_arkiverad
VU1009,,,,0,0,0,0,1,enbart_nedlagd
VU1010,,,,0,0,0,0,1,enbart_nedlagd
VU1011,,,,0,0,1,0,1,blomma_historik_arkiverad
VU2001,,,,0,0,0,0,1,enbart_nedlagd
VU2002,,,,0,0,0,0,1,enbart_nedlagd
VU2003,,,,0,0,1,0,1,blomma_historik_arkiverad
VU2004,,,,0,0,1,0,1,blomma_historik_arkiverad
VU2005,,,,0,0,0,0,1,enbart_nedlagd
VU2006,,,,0,0,0,0,1,enbart_nedlagd
VUA003,,,,0,0,0,0,1,enbart_nedlagd
VUA004,,,,0,0,0,0,1,enbart_nedlagd
VUA006,,,,0,0,0,0,1,enbart_nedlagd
VUB003,,,,0,0,0,0,1,enbart_nedlagd
