kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
FÖ3033,,,,0,0,0,0,1,enbart_nedlagd
FÖ3034,Knowledge Management,IKS,FÖA,1,0,1,1,0,triangulerad
FÖ3035,Marknadsföring av platser och destinationer,IKS,FÖA,1,0,1,1,0,triangulerad
FÖ3036,Internationell handel och marknadsföring,IKS,FÖA,1,0,1,1,0,triangulerad
FÖ3037,,,,0,0,0,0,1,enbart_nedlagd
FÖ3038,,,,0,0,0,0,1,enbart_nedlagd
FÖ3039,,,,0,0,0,0,1,enbart_nedlagd
FÖ3040,Studier i International Human Resource Management,IKS,FÖA,1,0,1,1,0,triangulerad
FÖ3041,,,,0,0,0,0,1,enbart_nedlagd
FÖ3042,Företagens samhällsansvar i ett internationellt perspektiv,IKS,FÖA,1,0,1,1,0,triangulerad
FÖ3043,"Forskningsdesign, vetenskapsteori och metod",IKS,FÖA,1,0,1,1,0,triangulerad
GAB24E,Att vara ledare,IKS,ABA,1,0,1,1,0,triangulerad
GAB24F,Arbetsmiljöarbete - i praktiken,IKS,ABA,1,0,1,1,0,triangulerad
GAB26D,Ny som chef,IKS,ABA,1,0,1,1,0,triangulerad
GAB2AJ,Att vara ledare,IKS,ABA,1,0,1,1,0,triangulerad
GAB2CC,Ny som ledare,IKS,ABA,1,0,1,1,0,triangulerad
GAB2NS,,,,0,0,0,0,1,enbart_nedlagd
GAB2P6,Professionell distanskommunikation,IKS,ABA,1,0,1,1,0,triangulerad
GAB2S5,Arbetsmiljö,IKS,ABA,1,0,1,1,0,triangulerad
GAB2TR,Förståelse och förhållningssätt för främjande av utvecklingsprocesser,IKS,ABA,1,0,1,1,0,triangulerad
GAB2XT,,,,0,0,0,0,1,enbart_nedlagd
GAB358,Styrsystem och utveckling i socialtjänst/omsorg,IKS,ABA,1,0,1,1,0,triangulerad
GAB3AK,Kommunal styrning och förändringsarbete,IKS,ABA,1,0,1,1,0,triangulerad
GAB3AL,Ledarskapets juridik,IKS,ABA,1,0,1,1,0,triangulerad
GAB3FZ,"Hållbart arbetsliv, personalarbete och vetenskap",IKS,ABA,1,0,1,1,0,triangulerad
GAB3G2,Kompetensförsörjning,IKS,ABA,1,0,1,1,0,triangulerad
GAB3G3,Motivation och lärande,IKS,ABA,1,0,1,1,0,triangulerad
GAB3H4,Arbetsmarknad,IKS,ABA,1,0,1,1,0,triangulerad
GAB3H5,Arbetsmiljökunskap,IKS,ABA,1,0,1,1,0,triangulerad
GAB3H6,Arbetsorganisation,IKS,ABA,1,0,1,1,0,triangulerad
GAB3H7,Kvalitativ och kvantitativ metod,IKS,ABA,1,0,1,1,0,triangulerad
GAB3HQ,Personalarbete - med praktik,IKS,ABA,1,0,1,1,0,triangulerad
GAB3HR,Personalarbete - med case,IKS,ABA,1,0,1,1,0,triangulerad
GAB3HS,Ledarskapets roll och förutsättningar,IKS,ABA,1,0,1,1,0,triangulerad
GAB3HV,Hållbar utveckling i personalarbetets praktik,IKS,ABA,1,0,1,1,0,triangulerad
GAR2G9,,,,0,0,0,0,1,enbart_nedlagd
GAR2GA,,,,0,0,0,0,1,enbart_nedlagd
GAR2HR,Arabisk barnlitteratur,ISLL,ARA,1,0,1,1,0,triangulerad
GAR2HS,Modern arabisk poesi,ISLL,ARA,1,0,1,1,0,triangulerad
GAR2MR,,,,0,0,0,0,1,enbart_nedlagd
GAR2SP,,,,0,0,0,0,1,enbart_nedlagd
GAR2SQ,Modern arabisk litteratur,ISLL,ARA,1,0,1,1,0,triangulerad
GAR2VU,Arabiska: Att skriva akademiskt,ISLL,ARA,1,0,1,1,0,triangulerad
GAR34X,Arabiska I,ISLL,ARA,1,0,1,1,0,triangulerad
GAR38K,Arabiska II,ISLL,ARA,1,0,1,1,0,triangulerad
GAR38L,Arabiska III,ISLL,ARA,1,0,1,1,0,triangulerad
GAR38M,Arabiska IV,ISLL,ARA,1,0,1,1,0,triangulerad
GAR38N,Arabiska V,ISLL,ARA,1,0,1,1,0,triangulerad
GAR39K,Modern arabisk ungdomslitteratur,ISLL,ARA,1,0,1,1,0,triangulerad
GAR39L,Modern arabisk litteratur: social och politisk förändring,ISLL,ARA,1,0,1,1,0,triangulerad
GAR39M,Ekokritik och miljöaspekter i arabisk litteratur,ISLL,ARA,1,0,1,1,0,triangulerad
GBP24M,,,,0,0,0,0,1,enbart_nedlagd
GBP24N,,,,0,0,0,0,1,enbart_nedlagd
GBP24P,,,,0,0,0,0,1,enbart_nedlagd
GBP277,,,,0,0,0,0,1,enbart_nedlagd
GBP294,,,,0,0,0,0,1,enbart_nedlagd
GBP2DA,,,,0,0,0,0,1,enbart_nedlagd
GBP2GD,,,,0,0,0,0,1,enbart_nedlagd
GBP2J6,,,,0,0,0,0,1,enbart_nedlagd
GBP2L5,,,,0,0,0,0,1,enbart_nedlagd
GBP2L6,,,,0,0,0,0,1,enbart_nedlagd
GBP2MV,,,,0,0,0,0,1,enbart_nedlagd
GBP2MW,,,,0,0,0,0,1,enbart_nedlagd
GBP2Q7,,,,0,0,0,0,1,enbart_nedlagd
GBP2Q8,,,,0,0,0,0,1,enbart_nedlagd
GBP2RP,,,,0,0,0,0,1,enbart_nedlagd
GBP2TU,,,,0,0,0,0,1,enbart_nedlagd
GBP32T,,,,0,0,0,0,1,enbart_nedlagd
GBP32U,"Bild för grundlärare, årskurs 4-6",IKS,BIL,1,0,1,1,0,triangulerad
GBP32V,"Bild i grundskolans tidigare år, del A",IKS,BIL,1,0,1,1,0,triangulerad
GBP32W,Bild I med didaktisk inriktning,IKS,BIL,1,0,1,1,0,triangulerad
GBP34H,Bild II med didaktisk inriktning,IKS,BIL,1,0,1,1,0,triangulerad
GBP365,Bild III med didaktisk inriktning för gymnasieskolan,IKS,BIL,1,0,1,1,0,triangulerad
GBP3BB,Fotografiskt bildskapande A,IKS,BIL,1,0,1,1,0,triangulerad
GBP3BC,Fotografiskt bildskapande B,IKS,BIL,1,0,1,1,0,triangulerad
GBQ22U,Kvalificerad filmproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ24C,Berätta med film om kulturarv och historia,IKS,BPO,1,0,1,1,0,triangulerad
GBQ272,,,,0,0,0,0,1,enbart_nedlagd
GBQ273,,,,0,0,0,0,1,enbart_nedlagd
GBQ274,,,,0,0,0,0,1,enbart_nedlagd
GBQ275,,,,0,0,0,0,1,enbart_nedlagd
GBQ27K,Manus för TV och film 1. Filmberättandets grundelement och gestaltning,IKS,BPO,1,0,1,1,0,triangulerad
GBQ29D,"Flerkameraproduktion, fördjupning",IKS,BPO,1,0,1,1,0,triangulerad
GBQ29E,Exponeringsprojekt i bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2AY,Digital efterbearbetning av ljud och bild,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2AZ,Ljussättning och färgkorrigering inom filmdesign,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2EB,"Fakta, fiktion och flerkameraproduktion",IKS,BPO,1,0,1,1,0,triangulerad
GBQ2EC,Fortsätt berätta med film om kulturarv och historia,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2GJ,,,,0,0,0,0,1,enbart_nedlagd
GBQ2HC,Introduktion till produktion av rörlig bild för Manus för film och TV,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2HD,Grunderna i filmproduktion för Manus för film och TV,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2MT,Dokumentärfilmproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2NH,Projektplanering och användarperspektiv,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2NJ,Konceptutveckling inom medieproduktion för Bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2NM,Vetenskapsteori och metod i Bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2NP,Kandidatexamensarbete i Bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2QB,Kvalificerat filmmanusprojekt,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U2,Vetenskapsteori och metod i bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U3,Människan och den rörliga bilden,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U4,Informationsfilmsproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U5,Kvalificerad filmdesign i transmedia,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U6,Projektplanering och användarperspektiv,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U7,Tillämpad filmdesign 1,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U8,Den korta filmens berättarstruktur,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2U9,Kandidatexamensarbete i Bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2UB,Introduktion till produktion av rörlig bild,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2UD,Exponeringsprojekt i bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2UN,Filmanalys och gestaltning,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2WF,,,,0,0,0,0,1,enbart_nedlagd
GBQ2WG,Audiovisuell information och etik,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2WH,Tillämpad filmdesign 2,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2WJ,Reklamfilmsproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2WK,Ljussättning och färgkorrigering inom filmdesign,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2XC,Manus för TV och film 3. Dialog i audiovisuella medier,IKS,BPO,1,0,1,1,0,triangulerad
GBQ2XD,Ljudinspelning och ljudläggning inom filmdesign,IKS,BPO,1,0,1,1,0,triangulerad
GBQ35K,Berätta med film om kulturarv och historia,IKS,BPO,1,0,1,1,0,triangulerad
GBQ36D,Kvalificerad filmproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ36E,Arbetsplatsförlagd bildproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ36K,"Flerkameraproduktion, fördjupning",IKS,BPO,1,0,1,1,0,triangulerad
GBQ38V,Introduktion till redigering av rörliga bilder med Media Composer,IKS,BPO,1,0,1,1,0,triangulerad
GBQ38W,Fördjupning i redigering av rörliga bilder med Media Composer,IKS,BPO,1,0,1,1,0,triangulerad
GBQ38X,Fortsätt berätta med film om kulturarv och historia,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3A5,Grunderna i filmproduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3A6,Konceptutveckling för korta filmer,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3A7,"Star Wars: Film, myter och världar",IKS,BPO,1,0,1,1,0,triangulerad
GBQ3A8,Kreativt skrivande,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3A9,Introduktion till att skriva filmadaption,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3AA,Filmhistoria: En introduktion,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3AV,Content för sociala medier,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3AW,Explainers med rörlig grafik,IKS,BPO,1,0,1,1,0,triangulerad
GBQ3FG,Kreativt skrivande,IKS,BPO,1,0,1,1,0,triangulerad
GBY229,,,,0,0,0,0,1,enbart_nedlagd
GBY22S,,,,0,0,0,0,1,enbart_nedlagd
GBY24K,,,,0,0,0,0,1,enbart_nedlagd
GBY292,,,,0,0,0,0,1,enbart_nedlagd
GBY29M,,,,0,0,0,0,1,enbart_nedlagd
GBY2F3,,,,0,0,0,0,1,enbart_nedlagd
GBY2GB,Digitala ritverktyg,IIT,BYA,1,0,1,1,0,triangulerad
GBY2GC,BIM i byggprocessen,IIT,BYA,1,0,1,1,0,triangulerad
GBY2GR,Fysisk planering I – detaljplanering och samhällsbyggandets grunder,IIT,BYA,1,0,1,1,0,triangulerad
GBY2J2,Husbyggnadsprojekt I - Små byggnader och bostadsområden,IIT,BYA,1,0,1,1,0,triangulerad
GBY2MA,Byggprojektering,IIT,BYA,1,0,1,1,0,triangulerad
GBY2MB,Projektmetodik,IIT,BYA,1,0,1,1,0,triangulerad
GBY2ME,Husbyggnadssystem,IIT,BYA,1,0,1,1,0,triangulerad
GBY2NB,,,,0,0,0,0,1,enbart_nedlagd
GBY2NF,Byggkonstruktioner,IIT,BYA,1,0,1,1,0,triangulerad
GBY2NG,Byggplanering och arbetsmiljö,IIT,BYA,1,0,1,1,0,triangulerad
GBY2RN,Installationsteknik,IIT,BYA,1,0,1,1,0,triangulerad
GBY2RW,,,,0,0,0,0,1,enbart_nedlagd
GBY2RX,Fastighetsförvaltning,IIT,BYA,1,0,1,1,0,triangulerad
GBY2V5,Byggproduktion och arbetsmiljö,IIT,BYA,1,0,1,1,0,triangulerad
GBY2V6,Arbetsplatsförlagd utbildning,IIT,BYA,1,0,1,1,0,triangulerad
GBY2V7,,,,0,0,0,0,1,enbart_nedlagd
GBY2V8,Konstruktionsteknik trä och stål,IIT,BYA,1,0,1,1,0,triangulerad
GBY2V9,,,,0,0,0,0,1,enbart_nedlagd
GBY2VR,Hållbar utveckling,IIT,BYA,1,0,1,1,0,triangulerad
GBY2XF,Husbyggnadsprojekt II – Byggprojekt stora byggnader,IIT,BYA,1,0,1,1,0,triangulerad
GBY33L,Byggd miljö,IIT,BYA,1,0,1,1,0,triangulerad
GBY342,Bygg - CAD fortsättningskurs,IIT,BYA,1,0,1,1,0,triangulerad
GBY34B,Vägplanering,IIT,BYA,1,0,1,1,0,triangulerad
GBY34M,Examensarbete inom byggteknik för högskoleexamen,IIT,BYA,1,0,1,1,0,triangulerad
GBY34N,Examensarbete i byggteknik för högskoleingenjörsexamen,IIT,BYA,1,0,1,1,0,triangulerad
GBY36S,En introduktion till byggprocessen,IIT,BYA,1,0,1,1,0,triangulerad
GBY37D,Byggstatik och hållfasthetslära,IIT,BYA,1,0,1,1,0,triangulerad
GBY38D,Geoteknik och konstruktionsteknik betong,IIT,BYA,1,0,1,1,0,triangulerad
GBY38E,Installationsteknik och dimensionering,IIT,BYA,1,0,1,1,0,triangulerad
GBY3AX,Husbyggnadsprojekt III - Byggkonstruktionsprojekt,IIT,BYA,1,0,1,1,0,triangulerad
GBY3DW,Resurseffektivt byggande,IIT,BYA,1,0,1,1,0,triangulerad
GBY3DX,Väg- och trafikplanering,IIT,BYA,1,0,1,1,0,triangulerad
GDT28X,,,,0,0,0,0,1,enbart_nedlagd
GDT28Y,,,,0,0,0,0,1,enbart_nedlagd
GDT2AN,,,,0,0,0,0,1,enbart_nedlagd
GDT2JM,Datakommunikation 1,IIT,DTA,1,0,1,1,0,triangulerad
GDT2JN,Datakommunikation 2,IIT,DTA,1,0,1,1,0,triangulerad
GDT2KB,,,,0,0,0,0,1,enbart_nedlagd
GDT2Y3,,,,0,0,0,0,1,enbart_nedlagd
GDT34Z,Nätverkssäkerhet och systemadministration,IIT,DTA,1,0,1,1,0,triangulerad
GDT3CR,Etisk hackning,IIT,DTA,1,0,1,1,0,triangulerad
GEG26G,,,,0,0,0,0,1,enbart_nedlagd
GEG26J,Vetenskaplig kommunikation,IIT,MÖY,1,0,1,1,0,triangulerad
GEG29L,,,,0,0,0,0,1,enbart_nedlagd
GEG2CW,,,,0,0,0,0,1,enbart_nedlagd
GEG2G7,,,,0,0,0,0,1,enbart_nedlagd
GEG2JP,"Utvecklingsprojekt, tillverkning av en solfångare",IIT,MÖY,1,0,1,1,0,triangulerad
GEG2JT,,,,0,0,0,0,1,enbart_nedlagd
GEG2QM,,,,0,0,0,0,1,enbart_nedlagd
GEG2UE,Energieffektivisering,IIT,MÖY,1,0,1,1,0,triangulerad
GEG2UL,Förnybar kraftgenerering,IIT,MÖY,1,0,1,1,0,triangulerad
GEG2ZQ,Solenergi,IIT,MÖY,1,0,1,1,0,triangulerad
GEG2ZR,Introduktion till hållbara energisystem,IIT,MÖY,1,0,1,1,0,triangulerad
GEG33A,Installation av solcellssystem,IIT,MÖY,1,0,1,1,0,triangulerad
GEG33B,Installation av solcellsanläggningar,IIT,MÖY,1,0,1,1,0,triangulerad
GEG38F,Grundläggande energiteknik,IIT,MÖY,1,0,1,1,0,triangulerad
GEG39Y,Elkraftteknik,IIT,MÖY,1,0,1,1,0,triangulerad
GEG39Z,Aktiva elnät,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3A2,Solel (grundnivå),IIT,MÖY,1,0,1,1,0,triangulerad
GEG3BX,Elektriska maskiner,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3DT,Hållbara energisystem,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3DU,Kraftvärmesystem,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3DV,Förnybar Energiteknik,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3FM,Vetenskaplig metodik och kommunikation,IIT,MÖY,1,0,1,1,0,triangulerad
GEG3FY,Praktik inom energiteknik,IIT,MÖY,1,0,1,1,0,triangulerad
GEN222,"Engelska för lärare, 45 hp (1-45 hp), åk 7-9 - ingår i Lärarlyftet II",ISLL,ENA,1,0,1,1,0,triangulerad
GEN28Q,Engelska III med didaktisk inriktning för gymnasieskolan,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2BJ,Engelska för grundlärare F-3,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2BK,"Engelska för grundlärare åk 4-6, 1A",ISLL,ENA,1,0,1,1,0,triangulerad
GEN2HB,Engelska för internationellt företagande: kommunikation och kultur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2JG,"Engelska, Språkdidaktik I",ISLL,ENA,1,0,1,1,0,triangulerad
GEN2LD,"Engelska för grundlärare åk 4-6, 1B",ISLL,ENA,1,0,1,1,0,triangulerad
GEN2QW,"Engelska, Språkdidaktik l",ISLL,ENA,1,0,1,1,0,triangulerad
GEN2RZ,Engelska för specifika ändamål: Presentationer i akademiska och professionella sammanhang,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2S2,Engelska för specifika ändamål: Muntlig kommunikation på interkulturella arbetsplatser,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2SF,,,,0,0,0,0,1,enbart_nedlagd
GEN2VB,,,,0,0,0,0,1,enbart_nedlagd
GEN2VC,,,,0,0,0,0,1,enbart_nedlagd
GEN2VD,,,,0,0,0,0,1,enbart_nedlagd
GEN2VE,Engelskspråkig litteratur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN2VF,Den moderna engelskans struktur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN33R,Engelskspråkig barn- och ungdomslitteratur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN33S,,,,0,0,0,0,1,enbart_nedlagd
GEN35D,Introduktion till akademisk engelska,ISLL,ENA,1,0,1,1,0,triangulerad
GEN35G,Engelsk språkdidaktik,ISLL,ENA,1,0,1,1,0,triangulerad
GEN379,Engelska I med didaktisk inriktning,ISLL,ENA,1,0,1,1,0,triangulerad
GEN37A,Engelska I,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3BQ,Teman inom populärlitteraturen,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3BR,Kulturella texter och kontexter,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3C4,,,,0,0,0,0,1,enbart_nedlagd
GEN3C5,Engelskspråkig litteratur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3CM,Engelska II med didaktisk inriktning,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3DG,Engelska II,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3DH,Engelska: Introduktion till litteraturkritikens teorier och metoder,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3DJ,"Den samtida Bildungsromanen på engelska: Kvinnliga, etniska och åldrandeperspektiv",ISLL,ENA,1,0,1,1,0,triangulerad
GEN3DK,Engelska III: Fokus litteratur,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3E6,Introduktion till engelsk lingvistik,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3E7,Brittisk och amerikansk litteratur- och idéhistoria,ISLL,ENA,1,0,1,1,0,triangulerad
GEN3K3,Engelska II,ISLL,ENA,0,0,0,1,0,nyare_än_andra
GET2JS,,,,0,0,0,0,1,enbart_nedlagd
GET2K5,,,,0,0,0,0,1,enbart_nedlagd
GET336,,,,0,0,0,0,1,enbart_nedlagd
GET36T,Ellära,IIT,ETA,1,0,1,1,0,triangulerad
GEU2CA,Det entreprenöriella företagets förutsättningar,IKS,EUN,1,0,1,1,0,triangulerad
GEU2CB,Ledarskap och grupprocesser,IKS,EUN,1,0,1,1,0,triangulerad
GEU2KV,Entreprenörskap i regional utveckling och tillväxt,IKS,EUN,1,0,1,1,0,triangulerad
GEU2KW,Entreprenörskapets teoretiska klassiker,IKS,EUN,1,0,1,1,0,triangulerad
GEU2KX,Innovation A,IKS,EUN,1,0,1,1,0,triangulerad
GEU2QY,Ledarskap,IKS,EUN,1,0,1,1,0,triangulerad
GEU35L,Projektledning I,IKS,EUN,1,0,1,1,0,triangulerad
GEU35M,Entreprenörskap - villkor och särart,IKS,EUN,1,0,1,1,0,triangulerad
GEU35N,Projektledning II,IKS,EUN,1,0,1,1,0,triangulerad
GEU38C,Innovation,IKS,EUN,1,0,1,1,0,triangulerad
GEU3DB,Kreativitet för entreprenörer och företag,IKS,EUN,1,0,1,1,0,triangulerad
GFI282,Vetenskapligt tänkande och skrivande,IKS,FIA,1,0,1,1,0,triangulerad
GFI293,Samhällsvetenskapernas vetenskapsteori,IKS,FIA,1,0,1,1,0,triangulerad
GFI37Z,Gud och bevisen: filosofiska argument för och mot Guds existens,IKS,FIA,1,0,1,1,0,triangulerad
GFI3BT,Introduktion till hermeneutiken,IKS,FIA,1,0,1,1,0,triangulerad
GFI3BU,Introduktion till existentialismen,IKS,FIA,1,0,1,1,0,triangulerad
GFR248,,,,0,0,0,0,1,enbart_nedlagd
GFR249,,,,0,0,0,0,1,enbart_nedlagd
GFR24D,,,,0,0,0,0,1,enbart_nedlagd
GFR25L,,,,0,0,0,0,1,enbart_nedlagd
GFR25M,,,,0,0,0,0,1,enbart_nedlagd
GFR26R,,,,0,0,0,0,1,enbart_nedlagd
GFR26S,,,,0,0,0,0,1,enbart_nedlagd
GFR26T,,,,0,0,0,0,1,enbart_nedlagd
GFR26U,,,,0,0,0,0,1,enbart_nedlagd
GFR27A,,,,0,0,0,0,1,enbart_nedlagd
GFR27B,,,,0,0,0,0,1,enbart_nedlagd
GFR27C,,,,0,0,0,0,1,enbart_nedlagd
GFR27D,,,,0,0,0,0,1,enbart_nedlagd
GFR27E,,,,0,0,0,0,1,enbart_nedlagd
GFR27F,,,,0,0,0,0,1,enbart_nedlagd
GFR27N,Franska: Skriftlig språkfärdighet II,ISLL,FRA,1,0,1,1,0,triangulerad
GFR27P,,,,0,0,0,0,1,enbart_nedlagd
GFR27Q,Franska II: Introduktion till lingvistik och akademiskt skrivande,ISLL,FRA,1,0,1,1,0,triangulerad
GFR27R,Franskspråkig litteratur II: Fram till 1900,ISLL,FRA,1,0,1,1,0,triangulerad
GFR27S,Franska med inriktning arbetsliv,ISLL,FRA,1,0,1,1,0,triangulerad
GFR283,Litteratur och kultur i Maghrebregionen,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2A7,Franska I: Muntlig språkfärdighet,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2A8,Franska: Skriftlig språkfärdighet I,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2AB,Franskspråkig litteratur I: Från 1900 till idag,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2AC,,,,0,0,0,0,1,enbart_nedlagd
GFR2AS,,,,0,0,0,0,1,enbart_nedlagd
GFR2AT,,,,0,0,0,0,1,enbart_nedlagd
GFR2AU,,,,0,0,0,0,1,enbart_nedlagd
GFR2HV,,,,0,0,0,0,1,enbart_nedlagd
GFR2HW,Franska: Förberedande kurs I,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2HX,Franska: Förberedande kurs II,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2HY,Franska: Förberedande kurs III,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2HZ,Franska: Förberedande kurs IV,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2J7,,,,0,0,0,0,1,enbart_nedlagd
GFR2J8,,,,0,0,0,0,1,enbart_nedlagd
GFR2JC,,,,0,0,0,0,1,enbart_nedlagd
GFR2JD,,,,0,0,0,0,1,enbart_nedlagd
GFR2KN,,,,0,0,0,0,1,enbart_nedlagd
GFR2KP,,,,0,0,0,0,1,enbart_nedlagd
GFR2KQ,Franska III: Språkhistoria,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2KR,Franska: Examensarbete för kandidatexamen,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2LC,,,,0,0,0,0,1,enbart_nedlagd
GFR2R3,Franska II: Muntlig franska,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2R4,Franska II med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2SM,,,,0,0,0,0,1,enbart_nedlagd
GFR2SN,,,,0,0,0,0,1,enbart_nedlagd
GFR2W9,Franska: Språkdidaktik I,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2WA,Franska I med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFR2X5,,,,0,0,0,0,1,enbart_nedlagd
GFR2X6,,,,0,0,0,0,1,enbart_nedlagd
GFR2YU,Franska: Språkdidaktik II,ISLL,FRA,1,0,1,1,0,triangulerad
GFR35E,Franska I: Kultur och samhälle,ISLL,FRA,1,0,1,1,0,triangulerad
GFR35F,Franska III: Franskspråkig litteratur och litteraturanalys,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3BS,Franska III med didaktisk inriktning för gymnasieskolan,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3CV,Franska II: Muntlig franska,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3CW,Franska: Skriftlig språkfärdighet II,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3CX,Franskspråkig litteratur II: Fram till 1900,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3CY,Franska II: Introduktion till lingvistik och akademiskt skrivande,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3CZ,Franska III: Examensarbete för kandidatexamen,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3D2,Franska I med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3D3,Franska II med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3DL,"Franska för lärare i gymnasieskolan, 90 hp (1-90 hp). Ingår i Lärarlyftet",ISLL,FRA,1,0,1,1,0,triangulerad
GFR3GS,Franska III: Språkhistoria,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3GT,Franska III: Franskspråkig litteratur och litteraturanalys,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3HK,Franska: Språkdidaktik I,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3HL,Franska: Språkdidaktik II,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3HM,Franska I med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFR3HN,Franska II med didaktisk inriktning,ISLL,FRA,1,0,1,1,0,triangulerad
GFY345,Fysik för tekniker,IIT,FYA,1,0,1,1,0,triangulerad
GFÖ225,Koncernredovisning och revision,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ25A,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2B6,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2B7,Vetenskap och metod II,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2B8,,,,0,0,0,0,1,enbart_nedlagd
