Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
KG2003;Examensarbete för kandidatexamen i kulturgeografi - Grundnivå;15;Samhällsvetenskapliga området;SA;100;VT2011
KG2005;Kulturgeografisk teori och metod;15;Samhällsvetenskapliga området;SA;100;VT2014
KG3005;Spatial data och GIS;15;Samhällsvetenskapliga området;SA;100;HT2008
KG3010;Geografiska perspektiv på kulturarvet i upplevelseindustrin;7,5;Samhällsvetenskapliga området;SA;100;VT2009
KG3011;Rumsliga data och GIS;7,5;Samhällsvetenskapliga området;SA;100;VT2011
KG3014;Examensarbete för Magisterexamen i kulturgeografi - Avancerad nivå;15;Samhällsvetenskapliga området;SA;100;VT2011
KG3015;Examensarbete för Magisterexamen i kulturgeografi - Avancerad nivå;15;Samhällsvetenskapliga området;SA;100;VT2013
KG3016;Teori och forskningsmetoder;15;Samhällsvetenskapliga området;SA;100;VT2014
KG3018;Management och tolkning av kulturarv;7,5;Samhällsvetenskapliga området;SA;100;HT2018
KG3019;Hållbar destinationsutveckling;7,5;Samhällsvetenskapliga området;SA;100;HT2018
KI1030;Kinesiska i tal och skrift IV;15;Humanistiska området;HU;100;HT2018
KI1031;Kinesiska i tal och konversation;7,5;Humanistiska området;HU;100;HT2011
KI1034;Kinesisk muntlig språkfärdighet II;7,5;Humanistiska området;HU;100;HT2018
KI1043;Kinesisk textläsning på medelnivå;7,5;Humanistiska området;HU;100;HT2014
KI1045;Kinesiska tecken II;7,5;Humanistiska området;HU;100;HT2018
KI1046;Kinesiska i tal och skrift I;15;Humanistiska området;HU;100;HT2018
KI1047;Kinesisk muntlig språkfärdighet I;7,5;Humanistiska området;HU;100;HT2018
KI1051;Kinesiska: grundläggande språkfärdighet;7,5;Humanistiska området;HU;100;HT2018
KI2001;Kinesisk modern litteratur I;7,5;Humanistiska området;HU;100;HT2018
KI2012;Kinesiska: Forskningsmetodik;7,5;Humanistiska området;HU;100;HT2018
LP1002;Musikproduktion, grundkurs;30;Mediaområdet;MM;100;HT2007
LP1032;Examensarbete för högskoleexamen i musik- och ljuddesign;15;Mediaområdet;MM;100;HT2018
LP1052;Ljudläggning till rörliga bilder;7,5;Mediaområdet;MM;100;HT2018
LP1053;Entreprenörskap för medieproducenter;7,5;Mediaområdet;MM;100;HT2018
LP1054;Kommunikationsteorier;7,5;Mediaområdet;MM;100;HT2018
LP1064;Liveljud och liveinspelning;7,5;Mediaområdet;MM;100;HT2018
LP1065;Vetenskaplig uppsats i Ljud- och musikproduktion;7,5;Mediaområdet;MM;100;HT2018
LP1071;Från idé till master;7,5;Mediaområdet;MM;100;HT2018
LP1072;Produktionsprocesser och - villkor inom musikproduktion;7,5;Mediaområdet;MM;100;HT2018
LP1074;Analys av musikproduktioner;7,5;Mediaområdet;MM;100;HT2018
LP1075;Möten med skilda musikgenrer;7,5;Mediaområdet;MM;100;HT2018
LP1076;Ljud- och musikproduktion som projektarbete;15;Mediaområdet;MM;100;HT2018
LP1080;Audioteknologi 2;7,5;Mediaområdet;MM;100;HT2018
LP2009;Ljudproduktion, fördjupningskurs;30;Mediaområdet;MM;100;HT2018
LP2010;Audiovisuell produktion, fördjupningskurs;30;Mediaområdet;MM;100;HT2018
LP2012;Musikproduktion, fördjupningskurs;30;Mediaområdet;MM;100;HT2018
LP2013;Audiovisuell produktionspraktik;30;Mediaområdet;MM;100;HT2018
MA0011;Matematik 3c;10;Naturvetenskapliga området;NA;100;VT2014
MA0013;Matematik 4;10;Naturvetenskapliga området;NA;100;VT2014
MA1040;Matematik för tekniker;7,5;Naturvetenskapliga området;NA;100;HT2016
MA1042;Flervariabelanalys;7,5;Naturvetenskapliga området;NA;100;HT2018
MAAK01;Algebra och kombinatorik;6;Naturvetenskapliga området;NA;100;HT1992
MC1072;Anatomi och fysiologi I;7,5;Medicinska området;ME;100;HT2018
MC1077;Mikrobiologi och farmakologi;7,5;Medicinska området;ME;100;HT2015
MC1079;Farmakologi;4,5;Medicinska området;ME;100;HT2018
MC2017;Psykiatri ur olika perspektiv I;7,5;Medicinska området;ME;100;VT2013
MC2020;Akutsjukvård;7,5;Medicinska området;ME;100;VT2014
MC2022;Akutsjukvård;7,5;Medicinska området;ME;100;HT2015
MC2023;Kardiologi;15;Medicinska området;ME;100;VT2019
MC3018;Reproduktiv hälsa med inriktning mot komplikationer i samband med graviditet och förlossning;19,5;Medicinska området;ME;100;HT2012
MC3019;Reproduktionsorganens anatomi och fysiologi;7,5;Medicinska området;ME;100;VT2013
MC3027;Förskrivningsrätt för vissa läkemedel och förbrukningsartiklar;15;Medicinska området;ME;100;HT2018
MD1080;Matematik 1a för grundlärare F-3;7,5;Naturvetenskapliga området;NA;100;HT2013
MD1081;Matematik 1b för grundlärare F-3;7,5;Naturvetenskapliga området;NA;100;HT2013
MD1082;Matematik 1a för grundlärare 4-6;7,5;Naturvetenskapliga området;NA;100;HT2013
MD1083;Matematik 1b för grundlärare 4-6;7,5;Naturvetenskapliga området;NA;100;HT2013
MD1085;Matematikundervisning i ett specialpedagogiskt perspektiv;7,5;Naturvetenskapliga området;NA;100;HT2018
MD1094;Matematik för lärare åk 1-3, 15 hp (16-30). Ingår i Lärarlyftet;15;Naturvetenskapliga området;NA;100;HT2014
MD1097;Matematikens historia för lärare;7,5;Naturvetenskapliga området;NA;100;HT2018
MD1098;Matematisk problemlösning i grundskolans senare år;7,5;Naturvetenskapliga området;NA;100;HT2018
MD1103;Matematisk problemlösning i skolan;7,5;Naturvetenskapliga området;NA;100;HT2018
MD1111;Matematik för lärare gymnasiet, 90 hp (1-90). Ingår i lärarlyftet;90;Naturvetenskapliga området;NA;100;HT2018
MD2022;Matematik III;30;Naturvetenskapliga området;NA;100;HT2018
MD2023;Differentialekvationer och transformer;7,5;Naturvetenskapliga området;NA;100;HT2018
MD2024;Diskret matematik;7,5;Naturvetenskapliga området;NA;100;HT2018
MD2025;Linjär algebra;7,5;Naturvetenskapliga området;NA;100;HT2018
MD2026;Flervariabelanalys;7,5;Naturvetenskapliga området;NA;100;HT2018
MD3005;Matematikdidaktik på avancerad nivå;30;Naturvetenskapliga området;NA;100;VT2008
MI4001;Examensarbete för masterexamen i mikrodataanalys;30;Naturvetenskapliga området;NA;100;HT2018
MI4002;Examensarbete för masterexamen i mikrodataanalys;15;Naturvetenskapliga området;NA;100;HT2018
MT1018;Projektarbete Material- och Bearbetningstillämpning;3;Tekniska området;TE;100;VT2008
MT1020;Maskinelement;7,5;Tekniska området;TE;100;VT2008
MT1033;CNC-teknik;2;Tekniska området;TE;100;HT2018
MT1034;Underhåll & Driftsäkerhet I;3;Tekniska området;TE;100;HT2008
MT1035;Tillverkningsmetoder och mätteknik;5;Tekniska området;TE;100;VT2009
MT1036;Ritningsläsning Energiteknik;7,5;Tekniska området;TE;100;VT2009
MT1038;Industriell ritteknik och 3D CAD;5;Tekniska området;TE;100;VT2009
MT1039;Tillverkning med CAD/CAM;5;Tekniska området;TE;100;VT2010
MT1043;Maskinelement I;1;Tekniska området;TE;100;VT2010
MT1046;Maskinelement II;5;Tekniska området;TE;100;VT2009
MT1047;Mekanik Grundläggande kurs;5;Tekniska området;TE;100;VT2010
MT1048;Design for Manufacturing - Grundläggande kurs;1;Tekniska området;TE;100;HT2010
MT1060;Hållfasthetslära;7,5;Tekniska området;TE;100;HT2018
MT1061;Förebyggande Underhåll;7,5;Tekniska området;TE;100;HT2014
MT1068;Introduktion till produktutveckling;4;Tekniska området;TE;100;HT2018
MT1074;Maskinelement;7,5;Tekniska området;TE;100;HT2018
MT2006;3D CAD påbyggnad - Maskinteknik;7,5;Tekniska området;TE;100;HT2018
MTAA08;Materialteknik för SECO TOOLS;10;Tekniska området;TE;100;VT2010
MÄ0007;Magisterutbildning i Solenergiteknik;60;Naturvetenskapliga området;NA;100;HT2002
MÄ0012;Magisterutbildning med ämnesbredd i Europeisk Politisk Sociologi;75;Samhällsvetenskapliga området;SA;100;HT2004
MÖ1003;Produktionsledning för energitekniker;15;Tekniska området;TE;100;HT2008
MÖ4003;Energilagring;5;Tekniska området;TE;100;HT2018
MÖ4005;Projektkurs i solenergisystem eller energieffektiva byggnader;7,5;Tekniska området;TE;100;HT2018
MÖ4008;Examensarbete för magisterexamen i Energiteknik med fokus på energieffektivisering inom byggd miljö;15;Tekniska området;TE;100;VT2018
NA1003;Finansiell ekonomi;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1024;Mikroekonomi, introduktion - Distans;7,5;Naturvetenskapliga området;NA;50;HT2018
NA1024;Mikroekonomi, introduktion - Distans;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA1025;Makroekonomi, introduktion - Distans;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1026;Finansiella marknader och penningpolitik - Distans;7,5;Samhällsvetenskapliga området;SA;100;HT2010
NA1027;Internationell ekonomi - Distans;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1028;Samhällsekonomi för god hälsa, distans;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1029;Tillämpad matematik för nationalekonomer;7,5;Naturvetenskapliga området;NA;100;HT2018
NA1030;Internationell ekonomi;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1031;Ekonometri, introduktion;7,5;Naturvetenskapliga området;NA;100;HT2018
NA1032;Makroekonomi, introduktion;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1033;Mikroekonomi, fortsättningskurs;7,5;Naturvetenskapliga området;NA;50;HT2018
NA1033;Mikroekonomi, fortsättningskurs;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA1035;Mikroekonomi, introduktion;7,5;Naturvetenskapliga området;NA;50;HT2018
NA1035;Mikroekonomi, introduktion;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA1036;Makroekonomi, fortsättning;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA1039;Tjänstenäringars ekonomi;15;Samhällsvetenskapliga området;SA;100;HT2018
NA1040;Grundläggande samhällsekonomi;7,5;Samhällsvetenskapliga området;SA;100;HT2018
NA2001;Mikroekonomi;7,5;Naturvetenskapliga området;NA;50;HT2018
NA2001;Mikroekonomi;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA2008;Examensarbete för kandidatexamen i nationalekonomi;15;Naturvetenskapliga området;NA;25;HT2018
NA2008;Examensarbete för kandidatexamen i nationalekonomi;15;Samhällsvetenskapliga området;SA;75;HT2018
NA2009;Samhällsekonomisk utvärdering av offentliga projekt (Cost-Benefit Analysis);7,5;Naturvetenskapliga området;NA;50;HT2018
NA2009;Samhällsekonomisk utvärdering av offentliga projekt (Cost-Benefit Analysis);7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA3001;Tillämpad mikroekonomi;7,5;Naturvetenskapliga området;NA;50;HT2018
NA3001;Tillämpad mikroekonomi;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA3005;Mikroekonomi, avancerad;7,5;Naturvetenskapliga området;NA;50;HT2018
NA3005;Mikroekonomi, avancerad;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA3007;Välfärdsekonomisk analys av samhälleliga projekt;7,5;Naturvetenskapliga området;NA;50;HT2018
NA3007;Välfärdsekonomisk analys av samhälleliga projekt;7,5;Samhällsvetenskapliga området;SA;50;HT2018
NA3008;Matematik för ekonomisk statisk analys;7,5;Naturvetenskapliga området;NA;100;VT2019
NA3010;Examensarbete för magisterexamen i nationalekonomi;15;Naturvetenskapliga området;NA;25;HT2018
NA3010;Examensarbete för magisterexamen i nationalekonomi;15;Samhällsvetenskapliga området;SA;75;HT2018
NA3011;Ekonometri;7,5;Naturvetenskapliga området;NA;100;HT2018
NGLC01;Uppsatshandledning;5;Samhällsvetenskapliga området;SA;100;VT2015
NV1024;Utomhusdidaktik i naturvetenskap;7,5;Naturvetenskapliga området;NA;100;HT2018
NV1027;Introduktion till hållbar utveckling;7,5;Naturvetenskapliga området;NA;100;HT2018
NV1035;Naturorienterande ämnen och teknik för grundlärare, åk 4-6;30;Naturvetenskapliga området;NA;100;HT2018
NV1036;Tematisk kurs inom SO, NO och teknik för grundlärare årskurs F-3;30;Naturvetenskapliga området;NA;100;HT2018
NV3001;Utbildning för hållbar utveckling;3;Naturvetenskapliga området;NA;100;HT2018
ODA003;Odontologi A;30;Odontologiska området;OD;100;VT2001
PA1001;Personal och arbetsliv - en introduktion;15;Samhällsvetenskapliga området;SA;100;HT2008
PA2008;Examensarbete för kandidatexamen inom Personal och arbetsliv;15;Samhällsvetenskapliga området;SA;100;HT2018
PA2009;Kunskapsöversikt Personal och arbetsliv;7,5;Samhällsvetenskapliga området;SA;100;HT2018
PA2010;Metod III - perspektiv, kunskapssyn och metodval;7,5;Samhällsvetenskapliga området;SA;100;HT2018
PA2011;Arbetsmiljö-människa, strategier och processer;7,5;Samhällsvetenskapliga området;SA;75;HT2018
PA2011;Arbetsmiljö-människa, strategier och processer;7,5;Tekniska området;TE;25;HT2018
PE1010;Lek och lärande;30;Samhällsvetenskapliga området;SA;75;HT2007
PE1010;Lek och lärande;30;Undervisningsområdet;LU;25;HT2007
PE1011;Matematiklust och matematiksvårigheter;7,5;Samhällsvetenskapliga området;SA;75;HT2007
PE1011;Matematiklust och matematiksvårigheter;7,5;Undervisningsområdet;LU;25;HT2007
PE1018;En förskola och skola för alla - inriktning specialpedagogik;15;Samhällsvetenskapliga området;SA;100;HT2007
PE1020;Att bemöta barn med funktionsnedsättning - inriktning specialpedagogik;15;Samhällsvetenskapliga området;SA;100;HT2007
PE1021;Utvecklingsplaner, åtgärdsprogram och utvärdering;7,5;Samhällsvetenskapliga området;SA;100;HT2007
PE1032;Pedagogiskt ledarskap i skolan;7,5;Samhällsvetenskapliga området;SA;100;VT2008
PE1039;Den lekande människan;30;Samhällsvetenskapliga området;SA;75;HT2008
PE1039;Den lekande människan;30;Undervisningsområdet;LU;25;HT2008
PE1050;Specialpedagogisk grundsyn i ledarskap och utvecklingsarbete;15;Samhällsvetenskapliga området;SA;100;HT2010
PE1052;Verksamhetsrelaterad skoljuridik;5;Samhällsvetenskapliga området;SA;100;VT2011
PE1053;Introduktionsutbildning av framtida ledare inom förskola och skola;5;Samhällsvetenskapliga området;SA;100;HT2011
PE1054;Dokumentera, följa upp, utvärdera och utveckla förskolans kvalitet - systematiskt kvalitetsarbete;7,5;Samhällsvetenskapliga området;SA;100;VT2012
PE1055;Utmana och stödja varje barns utveckling och lärande i förskolan;7,5;Samhällsvetenskapliga området;SA;100;VT2012
PE1056;Leda och organisera det systematiska kvalitetsarbetet - förskolechefens ansvar för förskolans kvalitet;7,5;Samhällsvetenskapliga området;SA;100;VT2012
PE1057;Likabehandling med fokus på jämställdhet;1,5;Samhällsvetenskapliga området;SA;100;HT2017
PE1058;IT och lärande som stöd för skolutveckling;7,5;Samhällsvetenskapliga området;SA;100;HT2017
PE1059;Digital videoredigering och publicering;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1060;Introduktion till presentationsteknik i digitala miljöer;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1061;Utvecklingsprocesser i skolan;7,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1062;Introduktionskurs - Nästa generations lärande (NGL);1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1063;En förändrad lärarroll;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1064;Examination via nätet;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1065;Sociala medier och molntjänster;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1066;Nätjuridik;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1067;Att kommunicera på nätet;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1068;Att skapa digitala lärresurser på nätet;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1069;Studiehandledning som pedagogiskt stöd;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1070;Kursplan Ledarskap, organisation och stödfunktioner inom nätbaserad utbildning;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1071;Fusk och plagiat i digitala miljöer;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1072;Mobil kommunikation;1,5;Samhällsvetenskapliga området;SA;100;HT2013
PE1073;Att leda skolutveckling, med fokus på digitala lärresurser;1,5;Samhällsvetenskapliga området;SA;100;VT2014
PE1074;Lärplattan i undervisningen, med inriktning på tidigare år och  särskilt stöd;1,5;Samhällsvetenskapliga området;SA;100;HT2014
PE1075;Lärplattan i undervisningen, med inriktning på grundskolans  årskurs 4-9;1,5;Samhällsvetenskapliga området;SA;100;HT2014
PE1076;Formativ undervisning i det omvända klassrummet;1,5;Samhällsvetenskapliga området;SA;100;HT2014
PE1077;Digitala lärresurser i undervisningen;1,5;Samhällsvetenskapliga området;SA;100;HT2014
PE1078;Kompetensutveckling för nuvarande och framtida ledare och utvecklare i förskola och skola;7,5;Samhällsvetenskapliga området;SA;100;VT2018
PE2005;Att bemöta barn med funktionsnedsättning - inriktning specialpedagogik;15;Samhällsvetenskapliga området;SA;100;2011H
PE2007;Att leda skolans verksamhet;15;Samhällsvetenskapliga området;SA;100;VT2008
PE2016;Det kunskapande samtalet i förskola och skola;7,5;Samhällsvetenskapliga området;SA;100;HT2011
PE2017;Pedagogisk dokumentation i förskola och skola;7,5;Samhällsvetenskapliga området;SA;100;HT2012
PE3002;Mångkulturell förskola och skola - mångkulturell värld;7,5;Samhällsvetenskapliga området;SA;100;HT2007
PE3003;Samtal om maskuliniteter - om stökiga pojkar och lugna flickor;7,5;Samhällsvetenskapliga området;SA;100;HT2007
PE3004;Behörighetsgivande högskolepedagogisk utbildning;15;Samhällsvetenskapliga området;SA;100;HT2007
PE3012;Kunskapande samtal i (special)pedagogisk verksamhet;15;Samhällsvetenskapliga området;SA;100;HT2011
PEB021;Reflekterad praktik;7,5;Samhällsvetenskapliga området;SA;100;HT1998
PG2003;Pedagogiskt arbete II: Bilddidaktik för grundskolans senare år och gymnasieskolan;30;Undervisningsområdet;LU;100;HT2007
PG2043;Pedagogiskt arbete IIIb: Examensarbete (grundnivå 2);15;Undervisningsområdet;LU;100;HT2018
PG2048;Pedagogiskt arbete IIIb: Examensarbete (grundnivå);15;Undervisningsområdet;LU;100;HT2018
PG3023;Pedagogiskt arbete IIIb: Examensarbete;15;Undervisningsområdet;LU;100;HT2018
PG3024;Specialpedagogik, pedagogisk dokumentation och bedömning för grundlärare F-3;7,5;Undervisningsområdet;LU;100;HT2018
PG3025;Specialpedagogik, pedagogisk dokumentation och bedömning för grundlärare 4-6;7,5;Undervisningsområdet;LU;100;HT2018
PG3031;Utbildningsfilosofiska perspektiv;7,5;Undervisningsområdet;LU;100;HT2018
PG3041;Utbildningsvetenskapliga teorier;7,5;Undervisningsområdet;LU;100;HT2018
PG3056;Perspektiv på pedagogisk praktik;7,5;Undervisningsområdet;LU;100;HT2018
PG3061;Att kritiskt granska utbildningsvetenskaplig forskning;7,5;Undervisningsområdet;LU;100;HT2018
PG3065;Examensarbete för magisterexamen i pedagogiskt arbete;15;Undervisningsområdet;LU;100;HT2018
PG3069;Utbildningsvetenskapliga ansatser - teoretisk och  metodologisk fördjupning;7,5;Undervisningsområdet;LU;100;HT2018
PR1017;Portugisiska: Muntlig språkfärdighet II;7,5;Humanistiska området;HU;100;HT2018
PR1018;Portugisiska: Grundläggande kurs I;15;Humanistiska området;HU;100;HT2018
PR1019;Portugisiska: Grundläggande kurs II;15;Humanistiska området;HU;100;HT2018
PR1021;Portugisiska: Portugisiskspråkiga kulturer;7,5;Humanistiska området;HU;100;HT2018
PR1024;Portugisiska: Grammatik och skriftlig språkfärdighet II;7,5;Humanistiska området;HU;100;HT2018
PR2003;Portugisiska: Språklig variation och förändring;7,5;Humanistiska området;HU;100;HT2018
PR2004;Portugisiska: Afrikansk litteratur på portugisiska;7,5;Humanistiska området;HU;100;HT2018
PR2005;Portugisiska: Vetenskaplig metod och akademiskt skrivande;7,5;Humanistiska området;HU;100;HT2018
PS1018;Psykologiska behandlingsmetoder;7,5;Samhällsvetenskapliga området;SA;100;HT2018
RK1068;Religionsvetenskap II: Forskningsplan för fältarbete;7,5;Humanistiska området;HU;100;HT2018
RK2008;Mänskliga rättigheter: Examensarbete;15;Humanistiska området;HU;100;HT2007
RK2034;Mänskliga rättigheter som ideal: Historiska, filosofiska och politiska aspekter;7,5;Humanistiska området;HU;100;HT2018
RK2038;Kritik av mänskliga rättigheters normativa grund, tillämpning och universalisering;7,5;Humanistiska området;HU;100;HT2018
RK3026;Folkkyrka i ett mångreligiöst samhälle;7,5;Humanistiska området;HU;100;VT2010
RK3043;Existentiell mening och medialisering: religiositet i populärkulturell kontext;7,5;Humanistiska området;HU;100;HT2018
RV1001;Arbetsrätt;7,5;Juridiska området;JU;100;HT2007
RV1002;Associationsrätt;7,5;Juridiska området;JU;100;HT2018
RV1003;Beskattningsrätt A;15;Juridiska området;JU;100;HT2018
RV1004;Familjerätt;15;Juridiska området;JU;100;HT2007
RV1009;Marknadsrätt;7,5;Juridiska området;JU;100;HT2007
RV1015;Entreprenadjuridik;7,5;Juridiska området;JU;100;VT2008
RV1026;Arbetsrätt;15;Juridiska området;JU;100;VT2008
RV1034;Utredning av databrott;7,5;Juridiska området;JU;100;VT2008
RV1037;Entreprenadjuridik - tillämpning i praktiken;7,5;Juridiska området;JU;100;VT2009
RV1038;Obestånds- och associationsrätt;15;Juridiska området;JU;100;VT2009
RV1039;Internationell och svensk affärsjuridik;15;Juridiska området;JU;100;HT2009
RV1043;Socialrätt för samhällsvetare;7,5;Juridiska området;JU;100;VT2012
RV1044;Obeståndsrätt;7,5;Juridiska området;JU;100;HT2018
RV1045;Arbetsrätt: ingående av anställning;1,5;Juridiska området;JU;100;HT2013
RV1046;Socialrätt I;7,5;Juridiska området;JU;100;HT2018
RV1047;Socialrätt II;7,5;Juridiska området;JU;100;HT2018
RV1048;Folkrätt;7,5;Juridiska området;JU;100;HT2014
RV1049;Förvaltningsrätt;15;Juridiska området;JU;100;HT2018
RV1050;EU-rätt;7,5;Juridiska området;JU;100;HT2019
RV1051;IT-rätt, grundläggande;7,5;Juridiska området;JU;100;VT2015
RV1052;Grundkurs i IT-kriminologi;5;Juridiska området;JU;100;VT2016
RV1053;Juridik för ingenjörer;5;Juridiska området;JU;100;VT2015
RV1054;Nätjuridik;7,5;Juridiska området;JU;100;HT2018
RV1055;Småföretagens regelverk;7,5;Juridiska området;JU;100;HT2018
RV1056;Idrottsjuridik;7,5;Juridiska området;JU;100;HT2018
RV1057;Juridik för detaljhandel;7,5;Juridiska området;JU;100;HT2016
RV1058;Handelsrättslig översiktskurs;15;Juridiska området;JU;100;HT2018
SA1014;Socialt arbete som profession;15;Samhällsvetenskapliga området;SA;100;HT2011
SA1032;Grundkurs för verksamhetsförlagda utbildare i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2018
SA1032;Grundkurs för verksamhetsförlagda utbildare i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2018
SA1037;Återfallsprevention med KBT inriktning;15;Samhällsvetenskapliga området;SA;50;VT2015
SA1037;Återfallsprevention med KBT inriktning;15;Vårdområdet;VÅ;50;VT2015
SA1040;Motiverande samtalsmetodik;7,5;Samhällsvetenskapliga området;SA;50;HT2018
SA1040;Motiverande samtalsmetodik;7,5;Vårdområdet;VÅ;50;HT2018
SA1045;Socialt arbete som profession;7,5;Samhällsvetenskapliga området;SA;50;HT2018
SA1045;Socialt arbete som profession;7,5;Vårdområdet;VÅ;50;HT2018
SA1046;Mäns våld mot kvinnor i nära relationer;7,5;Samhällsvetenskapliga området;SA;50;HT2018
SA1046;Mäns våld mot kvinnor i nära relationer;7,5;Vårdområdet;VÅ;50;HT2018
SA1048;Välfärdsinsatser och brukarperspektiv;15;Samhällsvetenskapliga området;SA;50;HT2018
SA1048;Välfärdsinsatser och brukarperspektiv;15;Vårdområdet;VÅ;50;HT2018
SA2009;Chefskap och regelsystem i offentliga organisationer;7,5;Samhällsvetenskapliga området;SA;100;VT2009
SA2020;Vetenskaplig metod, evidens och utvärdering i socialt arbete;30;Samhällsvetenskapliga området;SA;50;HT2018
SA2020;Vetenskaplig metod, evidens och utvärdering i socialt arbete;30;Vårdområdet;VÅ;50;HT2018
SA3008;Examensarbete för magisterexamen i socialt arbete;15;Samhällsvetenskapliga området;SA;50;HT2018
SA3008;Examensarbete för magisterexamen i socialt arbete;15;Vårdområdet;VÅ;50;HT2018
SK1018;Europeiska Unionen: Institutioner och politik;7,5;Samhällsvetenskapliga området;SA;100;HT2019
SK1050;EU som global aktör;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SK1054;Internationella relationer: en introduktion;7,5;Samhällsvetenskapliga området;SA;100;HT2019
SK1055;Politik i Sverige och EU;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SK1058;Globalisering - innebörder och konsekvenser;7,5;Samhällsvetenskapliga området;SA;100;HT2019
SK1060;Internationella organisationer;7,5;Samhällsvetenskapliga området;SA;100;HT2019
SK1062;Förvaltning i Sverige och EU;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SK1064;Utrikespolitisk analys;7,5;Samhällsvetenskapliga området;SA;100;VT2016
SK1065;Internationell säkerhet;7,5;Samhällsvetenskapliga området;SA;100;VT2016
SK2009;Utrikespolitisk analys;7,5;Samhällsvetenskapliga området;SA;100;HT2014
SK2011;Konflikt, interventioner och fred;7,5;Samhällsvetenskapliga området;SA;100;HT2015
SK2013;Övergångar till demokrati och diktatur;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SK2015;Samhällsvetenskapliga metoder II - inriktning statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SK2016;Examensarbete för kandidatexamen i statsvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
SO1006;Avvikande beteende;7,5;Samhällsvetenskapliga området;SA;100;HT2007
SO1019;Introduktion till samhällsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1027;Identitet och interaktion. En introduktion till sociologisk socialpsykologi;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1030;Socialpsykologi;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1033;Svensk välfärdspolitik i internationell belysning;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1034;Klassisk sociologisk teori;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1037;Välfärdsstaten i sociologisk belysning;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1044;Sociologiska perspektiv på socialt arbete;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO1047;Gruppdynamik och organisation;7,5;Samhällsvetenskapliga området;SA;100;HT2018
SO3003;Europeisk politisk sociologi III: Metodologi;7,5;Samhällsvetenskapliga området;SA;100;HT2007
SO3004;Europeisk politisk sociologi IV: Transnationella dimensioner av politisk sociologi;7,5;Samhällsvetenskapliga området;SA;100;HT2007
SO3005;Europeisk politisk sociologi V: Fördjupningsområden;7,5;Samhällsvetenskapliga området;SA;100;HT2007
SO3006;Europeisk politisk sociologi VI: Vetenskaplig uppsats;15;Samhällsvetenskapliga området;SA;100;HT2007
SO3007;Sociologi IV;30;Samhällsvetenskapliga området;SA;100;HT2007
SO3008;Europeisk politisk sociologi V: Fördjupningsområden;7,5;Samhällsvetenskapliga området;SA;100;VT2010
SO3009;Europeisk politisk sociologi VI: Examensarbete;15;Samhällsvetenskapliga området;SA;100;VT2010
SO3010;Europeisk politisk sociologi I: Teorier och analytiskt tänkande;15;Samhällsvetenskapliga området;SA;100;HT2009
SO3012;Individualism och gemenskap i det moderna samhället;7,5;Samhällsvetenskapliga området;SA;100;HT2012
